,Year,Electricity,Short tons,Y3,X1,Workers,Heat content of coal,Heat content of oil,Head content of gas,F1,F2,Phase I
3788,87,1977266000,12047.74,6160.6,184199467.2,213,2.12E+13,1.40E+11,0,6340.1,7.144432,0
3796,87,1446463000,8178.42,6415.13 9,2009361.417,141,1.49E+13,50568000000,0,4283.68,2.560088,0
3936,87,1483797000,8659.29,6625.82 1,35931361.79,146,1.42E+13,31467819600,0,4548.56,5.62624,0
3945,87,510693000,4504.76,2843.40 7,8031616.778,79,6.31E+12,11844000000,0,2377.28,0.684675,0
3946,87,995971000,10505.9,6676.41 8,5083037.493,69,1.06E+13,18950400000,0,5510.76,1.428886,0
3947,87,4536204000,149876.56,30470.40 1,79131865.47,243,4.40E+13,17552698800,0,78886.22,0.275358,0
3948,87,5750396000,66719.13,26608.47 3,35113287.05,253,5.77E+13,3.13E+11,0,35155.16,5.566703,0
4054,87,900933000,10397.07,7080.50 5,1273896.76,61,9.23E+12,4146576000,0,5466.44,0.291731,0
4072,87,1173509000,31038.1,6754.36 1,18231873.64,164,1.35E+13,84621600000,60193700000,16342.43,4.346196,0
4158,87,3878468000,21191.6,21976.08 2,19097759.32,263,4.38E+13,98094267600,0,12152.9,7.590959,0
4162,87,4030948000,13194.27,15617.92 1,81147106.63,215,4.03E+13,42046200000,89300000000,11394.48,5.283903,0
6002,87,5259282000,20361.37,15338.89 3,67411330.04,365,5.05E+13,4.11E+11,3.29E+11,10611.75,20.520893,0
6004,87,7689740000,37830.13,29661.79 4,12503205.25,247,7.65E+13,2.77E+11,0,89286.76,15.987155,0
6016,87,2004101000,9023.68,7512.00 1,59050464.01,124,2.06E+13,36028944000,0,33940.44,2.307056,0
6017,87,4363426000,13846.98,10435.73 3,46897846.69,241,4.60E+13,1.25E+11,0,38618.44,5.432745,0
6095,87,4773020000,18737.49,20696.42 2,24601391.4,260,5.09E+13,27902721000,0,10760.88,2.472271,0
6139,87,7520394000,32193.33,50426.86 2,18450829.26,133,7.73E+13,1.70E+11,0,18393.2,2.580926,0
6146,87,14168303000,42702.4,42592.12 4,52460854.15,687,1.60E+14,4.07E+11,0,98298.16,52.318082,0
6147,87,11763245000,71621.34,38964.07 3,27108388.19,524,1.32E+14,4.32E+11,0,63128.79,55.518192,0
6155,87,5523395000,57405,19179.49 2,49095519.53,254,5.41E+13,56964600000,0,30209.16,7.367696,0
6178,87,4224102000,13203.53,14320.18 1,33215472.51,120,4.11E+13,33072480000,0,6872.04,3.79548,0
6193,87,6835370000,26310.3,28215.20 1,94157251.52,149,6.70E+13,0,2.95E+11,15034.4,0,0
6248,87,2656066000,11693.93,19794.32 2,4050921.849,114,3.08E+13,1.00E+11,0,6655.19,2.545204,0
6264,87,7384308000,35895.44,21039.59 3,18641156.11,252,6.89E+13,2.29E+11,0,18841.14,17.68247,0
8042,87,9484824000,60534.28,37842.99,275525709.8,182,8.61E+13,2.74E+11,0,31777.97,14.110254,0
8102,87,12582770000,367330.43,61643.54 4,88943357.03,367,1.26E+14,1.33E+11,0,193312.28,13.287155,0
8226,87,3429586000,39608.97,10423.26,175622483.4,163,3.40E+13,20891152800,2.11E+11,20808,1.768247,0
,,,,,,,,,,,,
3,88,7756970000,49608.13,23653.60 3,60950597.7,454,7.49E+13,49196536200,6.84E+11,26216.48,3.692778,0
8,88,6752982000,68955,21101.87 3,38411015.04,546,6.66E+13,1.59E+11,0,36264.55,8.216097,0
470,88,3738748000,12990.84,17326.98 1,68764910.8,111,3.90E+13,73568388600,0,7393.72,4.953473,0
602,88,3976690000,20999.69,12158.42 2,28438443.42,124,3.94E+13,1.80E+11,0,11043.2,8.738534,0
641,88,5092423000,121406.2,23194.74 2,65335569.49,239,5.36E+13,42004200000,6.93E+11,63937.3,5.432745,0
708,88,5186062000,71844.55,23113.14 1,84612828.89,318,5.36E+13,50206800000,0,37859.28,2.560088,0
709,88,10054778000,95864.03,43807.88 3,2495275.727,504,9.83E+13,42310800000,0,50373.71,5.432745,0
728,88,5411953000,91884.07,17501.32 2,88040086.85,476,5.54E+13,98209645800,0,48318.4,5.465491,0
856,88,3289077000,23319.93,14061.88 1,86786402.02,160,3.29E+13,44848419000,0,12268.8,3.293881,0
861,88,3137054000,113050.28,26239.7,220075470.1,285,3.36E+13,72705150000,0,59484.93,3.320673,0
862,88,421959900,12482.79,2203.11 8,8827410.797,97,4.67E+12,23247231000,0,6565.71,1.190739,0
863,88,511910100,12012.87,1810.83 6,9486957.38,94,5.44E+12,46160755200,0,6325.71,1.446748,0
864,88,1373146000,32580.21,4799.72 1,33755148.68,146,1.41E+13,3.29E+11,0,17113.88,42.101544,0
876,88,4482961000,155048.37,39698.30 2,74651931.19,314,4.97E+13,0,54932000000,81644.96,0,0
879,88,3943263000,19351.14,20391.14 5,69199113.88,384,4.58E+13,0,1.19E+11,11065.96,0,0
887,88,4768062000,81382.37,15704.50 3,64434953.49,347,4.89E+13,29221000200,0,42806.54,1.979603,0
889,88,9623680800,241505.56,60461.71 3,47441215.56,266,9.71E+13,89376000000,0,127088.09,4.524807,0
983,88,9720055000,264064.63,64614.5,342242187.1,385,9.60E+13,13708800000,0,139019.7,1.071665,0
988,88,3974945000,60009.39,23194.25 3,34792241.44,334,3.89E+13,2.07E+11,0,31581.34,18.2957,0
991,88,689213000,14526.21,2601.94 1,14763740.05,96,7.83E+12,1.37E+11,0,7628.36,7.055127,0
994,88,9579248000,73025.83,28287.14 5,49382272.08,329,9.83E+13,97494600000,0,93852.47,7.457001,0
1004,88,145145144,4453.29,1114.82 6,5849832.881,67,2.16E+12,43730400000,0,2339.11,3.393605,0
1008,88,1886225900,43273.66,9776.48 1,47007320.48,160,2.02E+13,1.22E+11,0,22756.48,12.62183,0
1012,88,2242396100,61492.27,12091.36,103671577.3,83,2.43E+13,7534800000,20220600000,32346.17,0.38699,0
1047,88,1182098600,6381.97,8882.58 9,4440539.379,55,1.39E+13,31164000000,0,3553.56,3.944322,0
1250,88,1987676000,7439.84,7605.24 1,17742802.05,135,2.22E+13,0,3.70E+11,8280.36,0,0
1355,88,3371850000,62069.66,12116.19 1,30240779.15,153,3.54E+13,60564000000,0,32686.69,6.132304,0
1356,88,9713922000,89563.17,34306.69 3,93036867.46,233,9.77E+13,1.95E+11,0,47130.8,19.766262,0
1357,88,1017665000,21733.35,5369.10 7,3083523.779,108,1.18E+13,12936000000,0,11499.24,1.309813,0
1364,88,7003970000,15804.61,28021.76 3,47244946.77,500,7.25E+13,2.26E+11,97067500000,103902.59,31.435502,0
1570,88,577322000,4605.51,1919.22 5,9859867.038,66,6.25E+12,36716400000,0,2412,2.768467,0
1606,88,1144463000,10328.78,4563.81 3,8435351.683,68,1.11E+13,11596620000,0,5433.88,0.714443,0
1695,88,2081483000,13787.68,6330.75 1,50942324.58,174,2.08E+13,60715200000,0,7224.69,11.919294,0
1745,88,3472463000,20681.73,10157.29 3,60337751.68,383,3.47E+13,1.98E+11,0,10849.1,13.05645,0
1943,88,124811300,984.54,843.46 4,3924463.553,37,1.60E+12,9996000000,0,568.87,1.26516,0
2080,88,2033715000,7421.5,10479.98 1,9187219.693,162,2.33E+13,37277721600,0,4190.7,2.857773,0
2103,88,11462030000,248617.82,38167.16 5,36673764.9,467,1.15E+14,3.13E+11,0,130808.1,40.485116,0
2107,88,4160795000,69751.18,35152.47 2,7100427.126,258,4.32E+13,28770000000,0,36756,3.721058,0
2526,88,864055200,13463.54,3351.71 8,2078705.996,83,9.36E+12,86885400000,0,7069.29,3.146527,0
2527,88,1060196900,17231.73,3866.79 8,1118902.85,92,1.11E+13,60417000000,0,9079.75,2.187982,0
2535,88,2061936200,28030.27,6005.56 9,1468729.939,81,1.94E+13,20714400000,0,14729.2,0.750165,0
2549,88,4383073000,44823.18,19540.65 3,75085384.31,297,4.54E+13,0,0,23574.37,0,0
2554,88,3511270000,54022.68,10351.50 2,15668496.96,205,3.53E+13,0,0,28398.61,0,0
2642,88,1186626000,18232.55,3636.15 9,2865952.507,134,1.27E+13,70711200000,0,9566.86,13.619074,0
2706,88,2090494000,15641.02,8646.53 7,3024063.042,96,2.07E+13,44465794800,0,8239.56,2.262404,0
2718,88,1954904000,14576.19,5825.99 1,94881950.43,155,1.95E+13,1.30E+11,0,7675.47,6.638368,0
2721,88,1606025000,12390.35,4742.89 1,55672514.83,142,1.60E+13,59431352400,0,6506.51,3.036384,0
2727,88,6784931000,45333.9,18490.85 2,98099871.28,196,6.24E+13,2.20E+11,0,23850.79,10.975634,0
2790,88,390369800,2606.37,782.71 3,8146163.638,51,5.16E+12,0,1065000000,3286.42,0,0
2850,88,15325964000,190151.99,72138.65 4,84342351.62,548,1.52E+14,70241833200,0,100179.72,6.075744,0
2864,88,2272679800,61944.03,12443.10 2,9563580.374,270,2.66E+13,24191680800,0,32630.13,2.360639,0
2872,88,8240695000,302575.27,47860.38 3,71501957.04,342,7.96E+13,1.87E+11,0,159168.95,11.910364,0
2876,88,7636895000,216318.94,47410.55 2,94685578.71,337,7.35E+13,25704000000,0,113842.71,2.009372,0
3098,88,1820516000,4283.32,9581.83 2,22158242.59,230,2.07E+13,1.22E+11,0,16099.25,6.303473,0
3130,88,1080377000,15228.2,4434.29 1,8901168.523,95,1.24E+13,2.04E+11,0,7988.84,26.419515,0
3131,88,3652878000,58156.52,13857.00 1,96775080.98,136,3.72E+13,2.83E+11,0,30593.02,36.540794,0
3138,88,1532511000,21149.77,8107.16 1,40100647.22,168,1.80E+13,77263078200,0,11123.52,4.731698,0
3140,88,9326726000,126300.89,27725.15 2,94266209.45,215,9.32E+13,3.53E+11,0,66432.96,9.049614,0
3149,88,10066639000,122217.24,28649.53 2,94644538.45,194,9.55E+13,3.33E+11,0,64300.63,8.498897,0
3178,88,2085533000,31410.1,9414.22 8,9695292.34,83,2.13E+13,17451000000,0,16565.19,1.339581,0
3297,88,3910506000,35217.08,16493.35 1,31430273.81,92,3.86E+13,2.77E+11,0,18495.34,10.414498,0
3497,88,6908363000,54523.76,19594.13 1,79397148.7,245,7.51E+13,0,4.67E+11,36335.13,0,0
3644,88,966736000,4210.56,3524.55 5,7112949.301,102,1.11E+13,12436200000,0,2208.06,2.656836,0
3775,88,3660223000,19386.57,14964.63 1,65334203.96,179,3.49E+13,41117504400,0,10157.69,8.64774,0
3776,88,1056116000,6586.25,4317.84 1,32957650.92,133,1.05E+13,1.38E+11,0,3477.79,3.512679,0
3788,88,2329182000,13936.98,7047.28,187632342.3,203,2.41E+13,1.07E+11,0,7309.29,6.328776,0
3796,88,1080685000,7406.71,4809.93 9,6425305.099,143,1.11E+13,47040000000,0,3888.41,2.381477,0
3936,88,1877395000,11259.76,8200.27 1,36330541.79,145,1.84E+13,22721567400,0,5925.13,0.812679,0
3945,88,515722000,4498.73,2923.71 7,8127538.532,78,6.46E+12,11844000000,0,2370.48,0.893054,0
3946,88,1272721000,14482.26,8171.42 8,5587470.475,68,1.34E+13,26649000000,0,7602.78,2.009372,0
3947,88,4728797000,145194.5,31724.61 1,79623461.26,221,4.59E+13,19707466800,0,76450.48,0.425689,0
3948,88,6845560000,72969.03,31471.69 3,37049850.91,234,6.83E+13,4.29E+11,0,38379.8,5.480375,0
4054,88,1086347000,11372.33,8712.40 5,1688754.408,61,1.09E+13,4738944000,0,5976.99,0.333407,0
4072,88,1453027000,36127.56,8121.50 1,21067906.17,162,1.61E+13,46368000000,2.57E+11,19015.74,2.619625,0
4158,88,5651935000,27841.98,30290.32 2,21022121.93,253,6.28E+13,85886043600,0,15902,6.653252,0
4162,88,4729155000,25882.87,19111.60 1,82611924.27,216,4.87E+13,30794400000,1.82E+11,20694.01,6.578831,0
6002,88,6531350000,26643.24,19040.08 3,68323052.06,408,6.19E+13,2.08E+11,3.88E+11,13949.44,15.254851,0
6004,88,6349422000,33340.29,24256.95 4,15429392.27,247,6.48E+13,3.66E+11,0,77894.02,27.595369,0
6016,88,1895493000,8372.4,7112.58 1,59873272.14,132,1.94E+13,38878156800,0,31487.94,2.935171,0
6017,88,3812557000,32207.45,9486.43 3,48045877.46,238,4.15E+13,1.40E+11,0,37101.43,5.318137,0
6095,88,4631974000,16637.69,19612.62 2,25218918.41,222,4.81E+13,36041182800,0,9412.56,2.768467,0
6139,88,7664430000,30265.22,51122.88 2,18555621.75,132,8.11E+13,1.44E+11,0,17291.88,2.187982,0
6146,88,14981963000,52761.11,44663.25 4,54634136.08,661,1.70E+14,2.98E+11,0,110660.41,38.252481,0
6147,88,11779389000,68659.8,38531.65 3,27437455.46,499,1.33E+14,4.81E+11,0,60097.61,61.76957,0
6155,88,6665440000,66316.52,23155.70 2,49256320.24,246,6.39E+13,70774200000,0,35040.06,9.153804,0
6178,88,4275401000,14362.76,14529.56 1,32446552.29,114,4.18E+13,33568302600,0,7553.52,3.865436,0
6193,88,7119881000,26607.62,30952.14 1,95115569.94,148,7.28E+13,0,3.25E+11,15255.84,0,0
6248,88,3185399000,21216.17,22131.91 1,68972363.47,111,3.43E+13,86554981800,0,12067.8,9.439581,0
6264,88,6624004000,33129.48,19184.13 3,17828002.08,252,6.22E+13,2.20E+11,0,17427.9,7.93925,0
8042,88,12207651000,78030.36,48068.08 2,79700232.21,185,1.10E+14,1.17E+11,0,40991.27,6.01323,0
8102,88,12125976000,348315.73,59590.85 4,87924548.89,333,1.22E+14,2.20E+11,0,183446.24,21.605954,0
8226,88,3359994000,39032.1,10155.69 1,76219864.83,162,3.33E+13,0,3.44E+11,20524.56,0,0
,,,,,,,,,,,,
3,89,9560898000,62100.54,29383.30 3,63531728.08,449,9.21E+13,51843498000,6.26E+11,32706.28,3.149504,0
8,89,5995896000,79133.08,19517.17 3,40486003.72,499,5.91E+13,1.77E+11,0,41602.07,13.561025,0
470,89,3751373000,12330.21,17392.46 1,69007397.27,110,3.89E+13,60296838000,11325800000,6976.34,5.469956,0
602,89,4799570000,24586.34,14170.07 2,28619335.55,124,4.67E+13,1.62E+11,0,12873,12.368798,0
641,89,4776028000,114869.82,21965.89 2,69153300.73,241,5.03E+13,46032000000,4.03E+11,60468.51,5.953693,0
708,89,4890145000,70442.89,22841.10 1,86137441.24,303,5.18E+13,58963800000,0,37104.58,3.006615,0
709,89,10418443000,101544.05,44764.08 3,3791141.001,468,1.01E+14,45788400000,0,53353.94,5.879272,0
728,89,5126324000,89832.46,16912.50 2,88612305.83,445,5.38E+13,1.39E+11,0,47275.5,17.712238,0
856,89,3183443000,22929.28,13734.43 1,88002383.3,161,3.18E+13,48437659200,0,12056.92,2.668743,0
861,89,3667461000,127543.95,30688.14 2,21268219.02,280,3.88E+13,53799727800,0,67162.77,2.238589,0
862,89,350691700,9624.13,1880.18 8,9165087.053,102,3.97E+12,28583095800,0,5058.31,1.452701,0
863,89,375903800,8639.37,1372.78 6,9814341.55,93,4.15E+12,46051836600,0,4546.28,2.207332,0
864,89,1021038400,24227.54,3633.04 1,33878657.79,146,1.09E+13,1.78E+11,0,12722.98,18.98484,0
876,89,3893783000,140995.02,35638.54 2,75875039.96,300,4.41E+13,0,97967600000,74258.07,0,0
879,89,3389653000,15946.04,18705.62,548246651.9,367,4.18E+13,0,1.86E+11,9122.26,0,0
887,89,5972716000,99836.54,20276.45 3,64880917.4,358,6.19E+13,28561054200,0,52583.8,2.29366,0
889,89,8772057100,227230.1,58885.78 3,47780428.84,263,8.94E+13,1.10E+11,0,119528.68,5.566703,0
983,89,9979551000,280215.95,65972.90 3,42378290.57,380,9.79E+13,20563200000,0,147481.63,1.607497,0
988,89,4525032000,70930.14,27026.38 3,36198662.88,338,4.47E+13,2.59E+11,0,37281.5,26.078666,0
991,89,594733000,12950.77,2307.06 1,18043030.6,100,6.79E+12,65706946200,0,6822.52,4.036604,0
994,89,9047050000,95092,28636.37 5,52322922.63,328,9.35E+13,1.14E+11,0,95672.7,4.398291,0
1004,89,124509350,3918.65,929.45,66034577.05,70,1.80E+12,24742200000,0,2059.56,1.920066,0
1008,89,2397921000,52097.29,12816.57 1,48267848.82,160,2.54E+13,1.69E+11,0,27378.53,21.805402,0
1012,89,2031470800,56766.13,11020.26 1,3767589.896,87,2.19E+13,12751200000,18994500000,29910.76,0.654906,0
1047,89,932278140,6254.88,6804.86 9,4579223.975,24,1.10E+13,49392000000,0,3430.82,6.251378,0
1250,89,2143731000,5001.11,8588.70 1,18548874.22,135,2.41E+13,0,3.07E+11,5793.78,0,0
1355,89,3301508000,58456.29,11587.09 1,30474604.74,159,3.48E+13,65856000000,0,30743.96,6.668137,0
1356,89,8050208000,99864.7,29235.85 3,94004927.34,237,8.47E+13,1.69E+11,0,52525.21,17.146637,0
1357,89,1044115000,21577.91,5468.90 7,3124553.196,109,1.18E+13,9408000000,0,11381.08,0.952591,0
1364,89,8199288000,192856.79,29390.90 3,47555300.46,492,7.78E+13,2.49E+11,78720000000,101441.73,12.62183,0
1570,89,577498000,4640.68,1927.02 6,253775.2456,66,6.21E+12,33163200000,0,2429.97,2.500551,0
1606,89,1094798000,9610.74,4450.36 3,8813916.507,67,1.06E+13,9850272600,0,5056.25,0.607277,0
1695,89,2371293000,14479.59,8052.02 1,51262647.99,167,2.41E+13,95743200000,0,7608.48,18.307607,0
1745,89,3239009000,19510.95,9971.87 3,60453058.92,366,3.31E+13,1.10E+11,0,10262.5,7.107222,0
1943,89,383298300,1702.91,2267.06 4,4086733.17,41,4.51E+12,19404000000,0,964.52,2.455899,0
2080,89,1711834800,6793.58,8423.79 1,10652892.88,162,1.89E+13,58113287400,0,3901.16,4.183958,0
2103,89,11457103000,243642.67,37961.15 5,38049240.31,478,1.14E+14,2.73E+11,0,128258.7,35.275634,0
2107,89,4651134000,78528.54,39229.28 2,7745432.743,248,4.76E+13,43730400000,0,41365.02,5.656009,0
2526,89,854100800,14065.85,3355.86 8,2716559.933,86,9.39E+12,80791468800,0,7415.43,2.91731,0
2527,89,1098739500,17740.21,4190.73,89770077.39,88,1.16E+13,46777500000,0,9320.81,1.687872,0
2535,89,2214644950,27741.58,6430.52 9,2691422.066,86,2.09E+13,17459080800,0,14616.37,0.625138,0
2549,89,5133424000,63085.68,23081.00 3,77547541.77,303,5.27E+13,0,0,33156.49,0,0
2554,89,3879084000,58445.84,10996.50 2,16683426.27,208,3.80E+13,0,0,30808.47,0,0
2642,89,1574059000,24344.6,4710.33 9,3338743.797,146,1.65E+13,38253600000,0,12806.54,1.964719,0
2706,89,2385586000,20716.72,9700.54 7,3213679.404,76,2.34E+13,46906280400,0,10888.45,2.381477,0
2718,89,2131198000,15449.14,6502.26 2,14048681.15,158,2.16E+13,1.62E+11,0,8133.17,8.275634,0
2721,89,1873734000,13826.61,5685.48 1,57143431.1,140,1.90E+13,48768048000,0,7272,2.500551,0
2727,89,9393025000,63258.34,25758.41 2,99900195.39,186,8.62E+13,1.60E+11,0,33361.28,8.216097,0
2790,89,471148600,3342.77,911.87 3,8296318.531,51,6.16E+12,0,315000000,4509.42,0,0
2850,89,16116501000,181606.1,75746.81 4,89474619.88,540,1.59E+14,85467585000,0,95517.29,12.702205,0
2864,89,2646918200,74041.45,14254.50 2,12798037.23,273,3.04E+13,20775602400,0,38924.95,1.902205,0
2872,89,8795149000,309588.3,52228.37 3,76762748.19,378,8.46E+13,2.44E+11,0,162854.67,24.207718,0
2876,89,7843229000,230668.06,49789.55 2,94746506.03,336,7.70E+13,22848000000,0,121417.38,1.786108,0
3098,89,2196999900,5236.33,11373.71 2,22732478.1,229,2.50E+13,84193128600,0,19674.54,4.85226,0
3130,89,1289103000,17374.2,5049.67 1,9887530.332,96,1.45E+13,1.83E+11,0,9114.24,23.59151,0
3131,89,3940098000,59579.69,14575.98 1,99723803.93,135,3.92E+13,3.37E+11,0,31273.76,43.610805,0
3138,89,1828656000,26108.24,9417.25 1,41650880.73,168,2.10E+13,64841830200,0,13745.96,3.785061,0
3140,89,9608158000,130181.49,28499.69 3,2758703.254,215,9.41E+13,3.52E+11,0,68421.83,10.788093,0
3149,89,9957695000,125890.13,28343.78 3,701025.221,195,9.37E+13,2.58E+11,0,66267.59,9.210364,0
3178,89,2310944000,33693.66,10309.02 9,1759062.859,82,2.31E+13,23268000000,0,17709.3,1.786108,0
3297,89,3630891000,30092.75,16054.55,132284369.2,93,3.74E+13,1.53E+11,0,15790.58,5.08892,0
3497,89,7074298000,61383.8,20232.83 1,85808324.63,233,7.72E+13,0,1.07E+12,40862.16,0,0
3644,89,1123104000,5694.68,3929.81 5,7756639.854,97,1.26E+13,15397200000,0,2985.66,1.16097,0
3775,89,4084502000,22366.22,16750.23 1,66002122.15,180,3.85E+13,31668050400,0,11723.25,1.875413,0
3776,89,1469248000,8892.52,5853.24 1,33165381.81,133,1.46E+13,1.34E+11,0,4658.33,4.566483,0
3788,89,2654366000,16625.95,8192.68 1,89875344.9,210,2.80E+13,1.87E+11,0,8761.63,8.318798,0
3796,89,1312043000,9953.65,5702.38 9,6643674.116,143,1.31E+13,38220000000,0,5232.81,1.93495,0
3936,89,1449220000,8861.62,6416.47 1,37571092.88,147,1.45E+13,40095459600,0,4664,4.416152,0
3945,89,603740000,5276.8,3408.57 7,8829418.934,83,7.58E+12,21911400000,0,2778.58,1.65215,0
3946,89,1213606000,12931.36,8115.06 8,5667858.75,73,1.29E+13,17173800000,0,6809.65,1.294928,0
3947,89,4764782000,149138.61,31508.76 1,80144192.91,242,4.59E+13,22778263200,0,78548.1,0.184564,0
3948,89,6703817000,65040.62,30782.51 3,39112379.55,256,6.64E+13,5.23E+11,0,34090.46,59.721499,0
4054,89,1172139000,11065.08,9197.10 5,2053120.706,63,1.18E+13,0,0,5813.9,0,0
4072,89,1240988000,25543.42,7040.30 1,25318030.43,164,1.38E+13,15649200000,2.76E+11,13436.88,0.884123,0
4158,89,5441307000,18581.01,37206.77 2,22688353.76,251,6.10E+13,1.10E+11,0,14121.98,8.528666,0
4162,89,4701089000,25965.88,19201.59 1,82715982.14,208,4.90E+13,30794400000,85000000000,22179.68,2.32194,0
6002,89,7986423000,36635.3,25652.89 5,71357285.65,447,8.27E+13,40793167800,1.03E+12,19364.07,4.085722,0
6004,89,7647042000,42235.62,29681.66 4,16113417.06,248,7.82E+13,3.12E+11,0,98921.35,23.531974,0
6016,89,1879138000,8555.93,7065.33 1,61180948.4,131,1.93E+13,34709220000,0,32197.23,1.964719,0
6017,89,4348008000,21755.7,10061.70 3,48990445.97,244,4.36E+13,1.56E+11,0,35880.09,8.841235,0
6095,89,4583435000,19998,19795.34 2,26947818.84,219,4.76E+13,67431890400,0,11456.07,5.179713,0
6139,89,8464093000,31130.95,46604.10 2,18657765.42,131,8.94E+13,1.57E+11,0,17878.64,8.742999,0
6146,89,15271533000,56714.09,45799.64 4,56549917.77,634,1.75E+14,3.43E+11,0,130683.99,44.057332,0
6147,89,12662237000,77620.21,54813.77 3,28353765.48,471,1.44E+14,5.16E+11,0,67845.71,66.23484,0
6155,89,5806994000,58808.66,20455.74 2,49230064.58,241,5.72E+13,54087600000,0,30993.83,6.99559,0
6178,89,3608775000,13088.69,12178.63 1,32807466.68,112,3.50E+13,49191744000,0,6817.02,5.83462,0
6193,89,6921660000,27484.94,29489.18 1,95921046.14,148,6.90E+13,0,4.72E+11,15705.6,0,0
6248,89,2779023000,9445.45,19514.00 2,3225345.259,113,2.96E+13,1.50E+11,0,5318.4,13.648842,0
6264,89,7665399000,39034.31,22591.96 3,17771330.72,251,7.20E+13,1.80E+11,0,20528.2,15.226571,0
8042,89,11553230000,73515.48,46250.36 2,82771957.89,180,1.05E+14,1.49E+11,0,38671.28,7.650496,0
8102,89,13067444000,363919.05,63977.52 4,91928344.64,370,1.30E+14,3.19E+11,0,191700.24,28.312789,0
8226,89,3479388000,41987.5,10527.51 1,76877183.09,163,3.44E+13,0,1.51E+11,22151.6,0,0
,,,,,,,,,,,,
3,90,7353614000,52010.8,22745.49 3,69447298.88,411,7.13E+13,20400193800,7.00E+11,27377.12,1.314278,1
8,90,8092428000,110504.86,26157.41 3,45075671.63,482,7.94E+13,1.50E+11,0,58110.51,16.570617,1
470,90,3728803000,12961.71,17500.60 1,69660643.99,111,3.90E+13,63049795200,12302100000,7358.4,4.748071,1
602,90,3943618000,21511.64,11908.85 2,44568234.57,124,3.92E+13,2.16E+11,0,11277.62,13.562514,1
641,90,3989602000,96003.73,18624.24 2,73045129.93,241,4.25E+13,47182800000,1.04E+12,50559,6.102536,1
708,90,4764035000,61125.3,21314.10 1,87624520.36,287,4.95E+13,68972400000,0,32209.56,8.856119,1
709,90,10202580000,97258.8,43759.34 3,5055104.329,432,9.87E+13,53323200000,0,51226.04,6.846748,1
728,90,6179897000,102078.04,19772.02 2,89170438.26,414,6.35E+13,92824200000,0,53677.98,11.832966,1
856,90,3261786000,23464.66,13928.79 1,88404611.54,167,3.26E+13,57629623800,0,12359.29,3.499283,1
861,90,3248214000,111383.9,27578.84 2,21834249.73,281,3.54E+13,64990275000,0,58607.9,2.944101,1
862,90,340441800,10299.01,1996.33 9,693662.7752,107,4.19E+12,35983155600,0,5422.36,1.927508,1
863,90,555716100,13423.09,2016.02 7,409974.2506,93,6.05E+12,34553904000,0,7067.36,2.054024,1
864,90,851969100,20692.08,3238.29 1,34539919.56,148,9.60E+12,1.87E+11,0,10874.88,20.380981,1
876,90,4766229000,171649.56,43105.61 2,74085681.41,294,5.37E+13,0,67692400000,90349.83,0,1
879,90,3873397000,17935.31,21610.17 5,49215206.17,360,4.83E+13,0,1.68E+11,10203.19,0,1
887,90,7206637000,119070.57,24335.01,366476178.2,358,7.45E+13,40931276400,0,62665.07,3.721058,1
889,90,8215656600,224614.8,55470.58 3,49814127.6,258,8.39E+13,1.22E+11,0,118257.49,6.191841,1
983,90,9534424000,268819.3,64454.50 3,43110710.39,381,9.45E+13,27744393600,0,141432.24,2.14333,1
988,90,5429919000,82244.73,32622.24 3,37560157.19,335,5.27E+13,1.47E+11,0,43327,14.610364,1
991,90,734577000,12496.78,2769.57 1,20387119.12,102,8.25E+12,1.11E+11,0,6574.62,7.39151,1
994,90,9178848000,114416.89,26362.79 5,57328916.68,328,9.49E+13,1.51E+11,0,109191.55,8.900772,1
1004,90,95363020,3366.44,766.51,66757179.2,70,1.46E+12,23016000000,0,1768.13,1.786108,1
1008,90,2049895500,45266.61,11006.42,150505288.3,157,2.19E+13,2.36E+11,0,23768.79,18.35226,1
1012,90,1929996800,49881.69,10446.11 1,9965278.748,86,2.11E+13,10508400000,21320000000,26244.84,1.018082,1
1047,90,1147228300,5341.52,5832.93 9,4672374.759,54,1.28E+13,28224000000,0,2991.86,3.572216,1
1250,90,2111960000,4632.08,8565.31 1,19504240.69,132,2.41E+13,0,3.58E+11,5235.26,0,1
1355,90,3293453000,53690.8,11425.59 1,30985333.77,154,3.47E+13,57624000000,0,28292.75,5.83462,1
1356,90,8739025000,98206.82,28232.32 3,92986827.84,233,8.98E+13,1.57E+11,0,51602.17,15.896362,1
1357,90,790074000,16978.29,4361.60 7,3131737.576,109,9.13E+12,14112000000,0,9015.62,1.428886,1
1364,90,7860938000,205661.95,26859.58 3,50170658.02,400,8.10E+13,1.85E+11,1.08E+11,108282.77,17.512789,1
1570,90,488642000,3847.59,1554.38 6,2304696.025,66,5.18E+12,37900800000,0,2022,2.857773,1
1606,90,1127192000,10690.31,4621.07 3,8877255.468,67,1.09E+13,25049220000,0,5626.66,1.472051,1
1695,90,1785913000,10368.08,6150.21,146530868.6,160,1.78E+13,19849200000,0,5452.5,3.694267,1
1745,90,3026531000,18956.55,9966.02 3,61202350.41,359,3.14E+13,1.81E+11,0,9950.17,12.596527,1
1943,90,278742400,1203.56,1647.71 4,4080670.412,44,3.30E+12,17052000000,0,685.99,2.158214,1
2080,90,2021247200,8593.36,10194.88 1,12074995.28,163,2.27E+13,35606659200,0,4892.04,2.004906,1
